test_fna/5_AE016877.fasta	test_fna/5_AE016877.fasta	1349-0|1349|1349	1.000000	0.000000	1.000000	0.000000	-nan[-nan,-nan]	nan[nan,nan]	-nan[-nan,-nan]	nan[nan,nan]	-NAN	-NAN	-NAN	-NAN
test_fna/25_AE016877.fasta	test_fna/3_AE016877.fasta	74-1|1333|1451	0.027306	0.183402	0.055514	0.180695	0.026696[0.020627,0.032765]	0.184778[0.172343,0.200527]	0.054273[0.042111,0.066435]	0.182108[0.169471,0.197966]	3.304693E-18	1.102540E-18	3.175810E-15	1.059541E-15
test_fna/25_AE016877.fasta	test_fna/16_AE016877.fasta	32-1|1316|1451	0.011700	0.235415	0.024316	0.232289	0.011064[0.007144,0.014985]	0.238867[0.220153,0.265965]	0.022995[0.014897,0.031093]	0.235780[0.216923,0.262914]	1.585582E-08	1.307862E-08	1.523744E-05	1.256855E-05
test_fna/25_AE016877.fasta	test_fna/10_AE016877.fasta	39-1|1317|1451	0.014291	0.223073	0.029613	0.219972	0.013660[0.009305,0.018015]	0.225857[0.208829,0.249583]	0.028305[0.019348,0.037262]	0.222794[0.205611,0.246572]	3.930708E-10	2.935489E-10	3.777411E-07	2.821005E-07
test_fna/25_AE016877.fasta	test_fna/11_AE016877.fasta	37-1|1245|1451	0.013915	0.224716	0.029719	0.219748	0.013302[0.008947,0.017657]	0.227494[0.210063,0.252010]	0.028410[0.019181,0.037638]	0.222564[0.204983,0.247115]	1.067270E-09	8.017719E-10	1.025647E-06	7.705028E-07
test_fna/25_AE016877.fasta	test_fna/29_AE016877.fasta	13-1|1261|1451	0.004817	0.290459	0.010309	0.285919	0.004182[0.001747,0.006617]	0.299248[0.270725,0.353639]	0.008951[0.003753,0.014150]	0.294748[0.266129,0.349082]	3.803351E-04	3.693280E-04	3.655021E-01	3.549242E-01
test_fna/25_AE016877.fasta	test_fna/15_AE016877.fasta	27-1|1323|1451	0.009829	0.246191	0.020408	0.243239	0.009188[0.005620,0.012756]	0.250367[0.230081,0.280870]	0.019077[0.011706,0.026448]	0.247455[0.227035,0.277980]	2.243215E-07	1.963687E-07	2.155730E-04	1.887103E-04
test_fna/25_AE016877.fasta	test_fna/6_AE016877.fasta	54-1|1279|1451	0.020179	0.201870	0.042220	0.197803	0.019569[0.014321,0.024817]	0.203752[0.189224,0.222944]	0.040944[0.030083,0.051804]	0.199722[0.185018,0.218986]	1.352086E-13	7.377147E-14	1.299354E-10	7.089439E-11
test_fna/25_AE016877.fasta	test_fna/19_AE016877.fasta	23-1|1321|1451	0.008367	0.256168	0.017411	0.253166	0.007723[0.004451,0.010996]	0.261129[0.239252,0.295374]	0.016072[0.009291,0.022853]	0.258167[0.236166,0.292422]	1.867335E-06	1.698652E-06	1.794509E-03	1.632405E-03
test_fna/25_AE016877.fasta	test_fna/23_AE016877.fasta	20-1|1272|1451	0.007399	0.263788	0.015723	0.259538	0.006767[0.003676,0.009857]	0.269334[0.246013,0.307278]	0.014379[0.007837,0.020922]	0.265123[0.241686,0.303058]	8.883148E-06	8.244356E-06	8.536705E-03	7.922826E-03
test_fna/25_AE016877.fasta	test_fna/12_AE016877.fasta	26-1|1269|1451	0.009651	0.247321	0.020489	0.242993	0.009024[0.005453,0.012595]	0.251484[0.230866,0.282746]	0.019157[0.011615,0.026699]	0.247194[0.226447,0.278468]	3.656060E-07	3.205553E-07	3.513474E-04	3.080537E-04
test_fna/25_AE016877.fasta	test_fna/24_AE016877.fasta	13-1|1296|1451	0.004755	0.291261	0.010031	0.287631	0.004111[0.001712,0.006509]	0.300316[0.271740,0.354898]	0.008672[0.003624,0.013720]	0.296726[0.268054,0.351257]	3.905169E-04	3.797466E-04	3.752868E-01	3.649365E-01
test_fna/25_AE016877.fasta	test_fna/27_AE016877.fasta	16-1|1369|1451	0.005706	0.279922	0.011687	0.278078	0.005045[0.002423,0.007668]	0.287573[0.261576,0.333255]	0.010334[0.004977,0.015691]	0.285770[0.259667,0.331435]	8.136407E-05	7.814470E-05	7.819087E-02	7.509705E-02
test_fna/25_AE016877.fasta	test_fna/13_AE016877.fasta	30-1|1271|1451	0.011144	0.238424	0.023603	0.234148	0.010519[0.006665,0.014373]	0.241993[0.222721,0.270274]	0.022279[0.014165,0.030394]	0.237756[0.218345,0.266060]	4.407479E-08	3.689777E-08	4.235587E-05	3.545876E-05
test_fna/25_AE016877.fasta	test_fna/28_AE016877.fasta	18-1|1324|1451	0.006529	0.271555	0.013595	0.268628	0.005881[0.003027,0.008735]	0.278046[0.253496,0.319382]	0.012246[0.006322,0.018171]	0.275158[0.250497,0.316483]	2.689033E-05	2.543970E-05	2.584161E-02	2.444756E-02
test_fna/25_AE016877.fasta	test_fna/8_AE016877.fasta	46-1|1284|1451	0.017107	0.212006	0.035826	0.208068	0.016489[0.011676,0.021303]	0.214265[0.198553,0.235542]	0.034533[0.024545,0.044520]	0.210365[0.194488,0.231702]	9.440240E-12	6.139935E-12	9.072071E-09	5.900477E-09
test_fna/25_AE016877.fasta	test_fna/20_AE016877.fasta	21-1|1321|1451	0.007634	0.261853	0.015897	0.258851	0.006989[0.003876,0.010102]	0.267330[0.244497,0.303985]	0.014554[0.008096,0.021012]	0.264368[0.241415,0.301025]	5.408925E-06	5.003941E-06	5.197977E-03	4.808787E-03
test_fna/17_AE016877.fasta	test_fna/5_AE016877.fasta	125-1|1349|1356	0.048450	0.148837	0.092661	0.148675	0.047892[0.039652,0.056132]	0.149527[0.140094,0.160834]	0.091595[0.076202,0.106989]	0.149398[0.139690,0.160898]	2.291848E-30	9.870937E-32	2.202466E-27	9.485971E-29
test_fna/17_AE016877.fasta	test_fna/26_AE016877.fasta	29-1|1327|1356	0.010927	0.239640	0.021854	0.238961	0.010308[0.006465,0.014150]	0.243249[0.223683,0.272167]	0.020615[0.012970,0.028260]	0.242608[0.222893,0.271570]	7.301623E-08	6.282253E-08	7.016860E-05	6.037246E-05
test_fna/17_AE016877.fasta	test_fna/4_AE016877.fasta	145-1|1366|1356	0.056267	0.139953	0.106932	0.139723	0.055719[0.046863,0.064576]	0.140531[0.131834,0.150823]	0.105892[0.089514,0.122269]	0.140334[0.131346,0.150835]	3.070983E-35	4.194586E-37	2.951215E-32	4.030997E-34
test_fna/17_AE016877.fasta	test_fna/22_AE016877.fasta	26-1|1244|1356	0.010101	0.244501	0.020900	0.241749	0.009500[0.005753,0.013248]	0.248295[0.227745,0.279415]	0.019658[0.011943,0.027372]	0.245580[0.224890,0.276724]	3.368867E-07	2.950202E-07	3.237481E-04	2.835144E-04
test_fna/17_AE016877.fasta	test_fna/9_AE016877.fasta	74-1|1331|1356	0.028320	0.181186	0.055597	0.180601	0.027731[0.021435,0.034027]	0.182462[0.170056,0.198173]	0.054442[0.042253,0.066631]	0.181914[0.169286,0.197755]	2.987633E-18	1.028638E-18	2.871115E-15	9.885211E-16
test_fna/17_AE016877.fasta	test_fna/7_AE016877.fasta	99-1|1278|1356	0.039053	0.161749	0.077465	0.159871	0.038495[0.031006,0.045985]	0.162615[0.151954,0.175685]	0.076358[0.061798,0.090919]	0.160770[0.149862,0.173993]	3.586115E-24	4.391583E-25	3.446256E-21	4.220311E-22
test_fna/17_AE016877.fasta	test_fna/25_AE016877.fasta	30-1|1451|1356	0.010803	0.240345	0.022124	0.238194	0.010156[0.006426,0.013885]	0.244168[0.224851,0.272537]	0.020798[0.013202,0.028394]	0.242057[0.222599,0.270461]	4.706244E-08	4.010771E-08	4.522701E-05	3.854351E-05
test_fna/17_AE016877.fasta	test_fna/17_AE016877.fasta	1356-0|1356|1356	1.000000	0.000000	1.000000	0.000000	-nan[-nan,-nan]	nan[nan,nan]	-nan[-nan,-nan]	nan[nan,nan]	-NAN	-NAN	-NAN	-NAN
test_fna/17_AE016877.fasta	test_fna/14_AE016877.fasta	57-1|1294|1356	0.021982	0.196632	0.044049	0.195153	0.021391[0.015822,0.026960]	0.198300[0.184179,0.216807]	0.042864[0.031828,0.053901]	0.196857[0.182538,0.215463]	2.565342E-14	1.343867E-14	2.465294E-11	1.291456E-11
test_fna/17_AE016877.fasta	test_fna/1_AE016877.fasta	183-1|1316|1356	0.073524	0.124247	0.139058	0.123304	0.073014[0.062793,0.083235]	0.124652[0.117056,0.133479]	0.138094[0.119454,0.156734]	0.123739[0.115825,0.132801]	7.615593E-45	4.483770E-48	7.318585E-42	4.308903E-45
test_fna/17_AE016877.fasta	test_fna/18_AE016877.fasta	37-1|1321|1356	0.014015	0.224274	0.028009	0.223452	0.013403[0.009016,0.017790]	0.227028[0.209602,0.251534]	0.026786[0.018079,0.035492]	0.226243[0.208652,0.250813]	1.057613E-09	8.211357E-10	1.016366E-06	7.891114E-07
test_fna/17_AE016877.fasta	test_fna/AE016877.fasta	208-1|1329|1356	0.083973	0.116547	0.156509	0.115915	0.083477[0.072584,0.094370]	0.116888[0.109848,0.124996]	0.155585[0.136097,0.175072]	0.116285[0.108910,0.124649]	2.709375E-51	1.705394E-55	2.603709E-48	1.638883E-52
test_fna/17_AE016877.fasta	test_fna/21_AE016877.fasta	26-1|1400|1356	0.009524	0.248143	0.019174	0.247137	0.008885[0.005365,0.012405]	0.252443[0.231801,0.283756]	0.017888[0.010833,0.024943]	0.251477[0.230698,0.282822]	3.766830E-07	3.352846E-07	3.619924E-04	3.222085E-04
test_fna/17_AE016877.fasta	test_fna/30_AE016877.fasta	15-1|1363|1356	0.005547	0.281676	0.011062	0.281515	0.004909[0.002275,0.007544]	0.289272[0.262587,0.337184]	0.009790[0.004549,0.015030]	0.289151[0.262355,0.337050]	1.298703E-04	1.253962E-04	1.248053E-01	1.205058E-01
test_fna/17_AE016877.fasta	test_fna/2_AE016877.fasta	171-1|1326|1356	0.068100	0.128719	0.128959	0.128016	0.067580[0.057762,0.077399]	0.129168[0.121262,0.138402]	0.127974[0.109994,0.145955]	0.128495[0.120278,0.137958]	8.896505E-42	1.576992E-44	8.549541E-39	1.515490E-41
test_fna/17_AE016877.fasta	test_fna/3_AE016877.fasta	147-1|1333|1356	0.057828	0.138334	0.110278	0.137797	0.057290[0.048256,0.066325]	0.138887[0.130267,0.149076]	0.109251[0.092504,0.125998]	0.138382[0.129468,0.148781]	9.085431E-36	9.757777E-38	8.731099E-33	9.377223E-35
test_fna/17_AE016877.fasta	test_fna/16_AE016877.fasta	57-1|1316|1356	0.021797	0.197149	0.043313	0.196206	0.021201[0.015679,0.026722]	0.198848[0.184719,0.217364]	0.042127[0.031274,0.052981]	0.197941[0.183614,0.216561]	2.616589E-14	1.394735E-14	2.514542E-11	1.340341E-11
test_fna/17_AE016877.fasta	test_fna/10_AE016877.fasta	91-1|1317|1356	0.035244	0.167934	0.069096	0.167016	0.034671[0.027614,0.041727]	0.168925[0.157771,0.182720]	0.067973[0.054379,0.081567]	0.168041[0.156646,0.181986]	2.988911E-22	5.604391E-23	2.872343E-19	5.385820E-20
test_fna/17_AE016877.fasta	test_fna/11_AE016877.fasta	67-1|1245|1356	0.026440	0.185363	0.053815	0.182637	0.025869[0.019688,0.032049]	0.186695[0.173680,0.203382]	0.052651[0.040245,0.065057]	0.184004[0.170780,0.200797]	1.170769E-16	4.461445E-17	1.125109E-13	4.287449E-14
test_fna/17_AE016877.fasta	test_fna/29_AE016877.fasta	11-1|1261|1356	0.004221	0.298671	0.008723	0.296360	0.003605[0.001304,0.005907]	0.308486[0.277776,0.371897]	0.007451[0.002704,0.012198]	0.306213[0.275408,0.369555]	1.067531E-03	1.046477E-03	1.025897E+00	1.005664E+00
test_fna/17_AE016877.fasta	test_fna/15_AE016877.fasta	49-1|1323|1356	0.018631	0.206764	0.037037	0.205990	0.018027[0.012942,0.023112]	0.208788[0.193569,0.229187]	0.035836[0.025820,0.045852]	0.208050[0.192645,0.228539]	1.846180E-12	1.171644E-12	1.774179E-09	1.125950E-09
test_fna/17_AE016877.fasta	test_fna/6_AE016877.fasta	118-1|1279|1356	0.046881	0.150800	0.092260	0.148947	0.046336[0.038124,0.054549]	0.151499[0.141789,0.163199]	0.091187[0.075410,0.106964]	0.149678[0.139704,0.161551]	9.946286E-29	4.751049E-30	9.558381E-26	4.565758E-27
test_fna/17_AE016877.fasta	test_fna/19_AE016877.fasta	37-1|1321|1356	0.014015	0.224274	0.028009	0.223452	0.013403[0.009016,0.017790]	0.227028[0.209602,0.251534]	0.026786[0.018079,0.035492]	0.226243[0.208652,0.250813]	1.057613E-09	8.211357E-10	1.016366E-06	7.891114E-07
test_fna/17_AE016877.fasta	test_fna/23_AE016877.fasta	29-1|1272|1356	0.011158	0.238346	0.022799	0.236316	0.010553[0.006624,0.014481]	0.241796[0.222259,0.270657]	0.021561[0.013579,0.029543]	0.239803[0.220118,0.268701]	7.015767E-08	5.971355E-08	6.742152E-05	5.738472E-05
test_fna/17_AE016877.fasta	test_fna/12_AE016877.fasta	48-1|1269|1356	0.018626	0.206780	0.037825	0.204674	0.018035[0.012897,0.023173]	0.208761[0.193408,0.229403]	0.036624[0.026289,0.046959]	0.206691[0.191155,0.227412]	2.999989E-12	1.882843E-12	2.882990E-09	1.809413E-09
test_fna/17_AE016877.fasta	test_fna/24_AE016877.fasta	20-1|1296|1356	0.007599	0.262137	0.015432	0.260707	0.006981[0.003800,0.010162]	0.267401[0.244132,0.305215]	0.014177[0.007740,0.020613]	0.266009[0.242614,0.303831]	8.484597E-06	7.904245E-06	8.153698E-03	7.595980E-03
test_fna/17_AE016877.fasta	test_fna/27_AE016877.fasta	23-1|1369|1356	0.008512	0.255099	0.016962	0.254800	0.007879[0.004545,0.011212]	0.259895[0.238047,0.294071]	0.015699[0.009083,0.022315]	0.259635[0.237655,0.293838]	1.809400E-06	1.655498E-06	1.738834E-03	1.590934E-03
test_fna/17_AE016877.fasta	test_fna/13_AE016877.fasta	60-1|1271|1356	0.023374	0.192882	0.047207	0.190826	0.022790[0.017017,0.028563]	0.194426[0.180666,0.212329]	0.046029[0.034508,0.057549]	0.192406[0.178445,0.210410]	5.075148E-15	2.419407E-15	4.877217E-12	2.325050E-12
test_fna/17_AE016877.fasta	test_fna/28_AE016877.fasta	11-1|1324|1356	0.004121	0.300158	0.008308	0.299407	0.003490[0.001253,0.005727]	0.310512[0.279692,0.374413]	0.007035[0.002533,0.011537]	0.309801[0.278885,0.373643]	1.116523E-03	1.096377E-03	1.072978E+00	1.053618E+00
test_fna/17_AE016877.fasta	test_fna/8_AE016877.fasta	92-1|1284|1356	0.036107	0.166475	0.071651	0.164747	0.035542[0.028353,0.042732]	0.167425[0.156345,0.181114]	0.070531[0.056526,0.084536]	0.165731[0.154411,0.179565]	1.659624E-22	2.783446E-23	1.594899E-19	2.674891E-20
test_fna/17_AE016877.fasta	test_fna/20_AE016877.fasta	28-1|1321|1356	0.010570	0.241694	0.021196	0.240871	0.009951[0.006172,0.013731]	0.245424[0.225535,0.275051]	0.019956[0.012414,0.027497]	0.244640[0.224604,0.274308]	1.234245E-07	1.072299E-07	1.186109E-04	1.030479E-04
test_fna/14_AE016877.fasta	test_fna/5_AE016877.fasta	165-1|1349|1294	0.066586	0.130036	0.127512	0.128722	0.066071[0.056291,0.075852]	0.130491[0.122434,0.139928]	0.126526[0.108412,0.144639]	0.129207[0.120844,0.138863]	2.564966E-40	5.754256E-43	2.464932E-37	5.529840E-40
test_fna/14_AE016877.fasta	test_fna/26_AE016877.fasta	32-1|1327|1294	0.012360	0.232027	0.024730	0.231235	0.011758[0.007605,0.015910]	0.235112[0.216466,0.262083]	0.023524[0.015266,0.031782]	0.234358[0.215553,0.261382]	1.428249E-08	1.179638E-08	1.372548E-05	1.133632E-05
test_fna/14_AE016877.fasta	test_fna/4_AE016877.fasta	182-1|1366|1294	0.073446	0.124308	0.140649	0.122593	0.072939[0.062701,0.083178]	0.124711[0.117095,0.133566]	0.139678[0.120790,0.158566]	0.123026[0.115099,0.132106]	1.311539E-44	6.569437E-48	1.260389E-41	6.313229E-45
test_fna/14_AE016877.fasta	test_fna/22_AE016877.fasta	31-1|1244|1294	0.012365	0.232000	0.024920	0.230756	0.011782[0.007558,0.016006]	0.234983[0.216094,0.262468]	0.023744[0.015284,0.032205]	0.233775[0.214727,0.261311]	2.286014E-08	1.892590E-08	2.196860E-05	1.818779E-05
test_fna/14_AE016877.fasta	test_fna/9_AE016877.fasta	114-1|1331|1294	0.045400	0.152718	0.088099	0.151831	0.044855[0.036759,0.052951]	0.153441[0.143553,0.165396]	0.087040[0.071681,0.102399]	0.152587[0.142430,0.164721]	9.031329E-28	5.793298E-29	8.679107E-25	5.567359E-26
test_fna/14_AE016877.fasta	test_fna/7_AE016877.fasta	124-1|1278|1294	0.050654	0.146188	0.097027	0.145798	0.050127[0.041483,0.058771]	0.146810[0.137379,0.158123]	0.096019[0.079866,0.112171]	0.146451[0.136733,0.157963]	3.085299E-30	1.133933E-31	2.964972E-27	1.089710E-28
test_fna/14_AE016877.fasta	test_fna/25_AE016877.fasta	34-1|1451|1294	0.012541	0.231127	0.026275	0.227446	0.011913[0.007829,0.015997]	0.234301[0.216129,0.260287]	0.024958[0.016459,0.033458]	0.230659[0.212341,0.256682]	5.416869E-09	4.325684E-09	5.205611E-06	4.156983E-06
test_fna/14_AE016877.fasta	test_fna/17_AE016877.fasta	57-1|1356|1294	0.021982	0.196632	0.044049	0.195153	0.021391[0.015822,0.026960]	0.198300[0.184179,0.216807]	0.042864[0.031828,0.053901]	0.196857[0.182538,0.215463]	2.565342E-14	1.343867E-14	2.465294E-11	1.291456E-11
test_fna/14_AE016877.fasta	test_fna/14_AE016877.fasta	1294-0|1294|1294	1.000000	0.000000	1.000000	0.000000	-nan[-nan,-nan]	nan[nan,nan]	-nan[-nan,-nan]	nan[nan,nan]	-NAN	-NAN	-NAN	-NAN
test_fna/14_AE016877.fasta	test_fna/1_AE016877.fasta	246-1|1316|1294	0.104061	0.104289	0.190108	0.103760	0.103608[0.091323,0.115893]	0.104536[0.098225,0.111725]	0.189281[0.167937,0.210625]	0.104033[0.097355,0.111510]	1.116233E-61	5.701895E-68	1.072700E-58	5.479521E-65
test_fna/14_AE016877.fasta	test_fna/18_AE016877.fasta	38-1|1321|1294	0.014746	0.221143	0.029366	0.220494	0.014149[0.009589,0.018709]	0.223688[0.206508,0.247720]	0.028178[0.019161,0.037194]	0.223076[0.205725,0.247178]	5.950289E-10	4.525193E-10	5.718228E-07	4.348711E-07
test_fna/14_AE016877.fasta	test_fna/AE016877.fasta	277-1|1329|1294	0.118073	0.097182	0.214065	0.096342	0.117638[0.104601,0.130676]	0.097388[0.091544,0.103996]	0.213276[0.190957,0.235595]	0.096573[0.090353,0.103482]	2.716870E-70	1.421982E-78	2.610912E-67	1.366525E-75
test_fna/14_AE016877.fasta	test_fna/21_AE016877.fasta	42-1|1400|1294	0.015837	0.216748	0.032457	0.214239	0.015225[0.010565,0.019886]	0.219172[0.202769,0.241724]	0.031204[0.021730,0.040677]	0.216701[0.200131,0.239316]	7.604436E-11	5.380527E-11	7.307863E-08	5.170686E-08
test_fna/14_AE016877.fasta	test_fna/30_AE016877.fasta	20-1|1363|1294	0.007584	0.262255	0.015456	0.260610	0.006965[0.003791,0.010140]	0.267539[0.244266,0.305362]	0.014194[0.007749,0.020639]	0.265933[0.242535,0.303763]	8.512656E-06	7.927999E-06	8.180663E-03	7.618807E-03
test_fna/14_AE016877.fasta	test_fna/2_AE016877.fasta	226-1|1326|1294	0.094403	0.109828	0.174652	0.109060	0.093934[0.082248,0.105621]	0.110112[0.103447,0.117744]	0.173786[0.153140,0.194432]	0.109371[0.102354,0.117275]	3.216462E-56	1.899923E-61	3.091020E-53	1.825826E-58
test_fna/14_AE016877.fasta	test_fna/3_AE016877.fasta	208-1|1333|1294	0.085986	0.115182	0.160742	0.114247	0.085504[0.074361,0.096648]	0.115506[0.108487,0.123588]	0.159841[0.139874,0.179808]	0.114598[0.107242,0.122938]	2.036868E-51	8.814966E-56	1.957430E-48	8.471182E-53
test_fna/14_AE016877.fasta	test_fna/16_AE016877.fasta	64-1|1316|1294	0.025137	0.188442	0.049459	0.187913	0.024560[0.018548,0.030573]	0.189859[0.176539,0.207039]	0.048323[0.036639,0.060008]	0.189365[0.175830,0.206665]	5.898251E-16	2.617804E-16	5.668219E-13	2.515709E-13
test_fna/14_AE016877.fasta	test_fna/10_AE016877.fasta	94-1|1317|1294	0.037346	0.164440	0.072643	0.163887	0.036790[0.029435,0.044144]	0.165345[0.154397,0.178839]	0.071561[0.057516,0.085605]	0.164826[0.153626,0.178480]	5.361739E-23	8.702767E-24	5.152631E-20	8.363359E-21
test_fna/14_AE016877.fasta	test_fna/11_AE016877.fasta	93-1|1245|1294	0.038021	0.163361	0.074699	0.162143	0.037482[0.029954,0.045009]	0.164222[0.153236,0.177778]	0.073638[0.059130,0.088147]	0.163037[0.151797,0.176751]	8.390278E-23	1.283323E-23	8.063058E-20	1.233273E-20
test_fna/14_AE016877.fasta	test_fna/29_AE016877.fasta	21-1|1261|1294	0.008287	0.256759	0.016653	0.255946	0.007693[0.004291,0.011095]	0.261374[0.238698,0.297649]	0.015459[0.008650,0.022268]	0.260598[0.237787,0.296890]	4.662769E-06	4.299614E-06	4.480921E-03	4.131929E-03
test_fna/14_AE016877.fasta	test_fna/15_AE016877.fasta	51-1|1323|1294	0.019875	0.202801	0.039413	0.202104	0.019287[0.013966,0.024609]	0.204642[0.189738,0.224492]	0.038247[0.027797,0.048697]	0.203981[0.188884,0.223927]	6.066781E-13	3.654664E-13	5.830177E-10	3.512132E-10
test_fna/14_AE016877.fasta	test_fna/6_AE016877.fasta	133-1|1279|1294	0.054508	0.141833	0.103987	0.141468	0.053988[0.045021,0.062955]	0.142402[0.133327,0.153220]	0.102995[0.086337,0.119653]	0.142067[0.132697,0.153094]	1.943570E-32	4.219083E-34	1.867771E-29	4.054539E-31
test_fna/14_AE016877.fasta	test_fna/19_AE016877.fasta	49-1|1321|1294	0.019096	0.205253	0.037867	0.204605	0.018507[0.013292,0.023722]	0.207175[0.191979,0.227540]	0.036699[0.026455,0.046944]	0.206562[0.191175,0.227020]	1.751845E-12	1.099424E-12	1.683523E-09	1.056547E-09
test_fna/14_AE016877.fasta	test_fna/23_AE016877.fasta	36-1|1272|1294	0.014229	0.223340	0.028302	0.222802	0.013643[0.009123,0.018163]	0.225934[0.208326,0.250809]	0.027135[0.018206,0.036065]	0.225432[0.207653,0.250374]	1.653893E-09	1.289077E-09	1.589391E-06	1.238803E-06
test_fna/14_AE016877.fasta	test_fna/12_AE016877.fasta	80-1|1269|1294	0.032219	0.173360	0.063042	0.172747	0.031664[0.024777,0.038552]	0.174412[0.162527,0.189323]	0.061956[0.048692,0.075221]	0.173833[0.161708,0.188890]	1.023280E-19	2.715809E-20	9.833725E-17	2.609892E-17
test_fna/14_AE016877.fasta	test_fna/24_AE016877.fasta	40-1|1296|1294	0.015686	0.217337	0.030912	0.217288	0.015097[0.010364,0.019830]	0.219694[0.202941,0.242911]	0.029750[0.020493,0.039008]	0.219682[0.202750,0.242979]	2.026531E-10	1.497814E-10	1.947496E-07	1.439399E-07
test_fna/14_AE016877.fasta	test_fna/27_AE016877.fasta	27-1|1369|1294	0.010243	0.243639	0.020866	0.241854	0.009627[0.005900,0.013355]	0.247474[0.227249,0.277850]	0.019612[0.012056,0.027167]	0.245727[0.225360,0.276135]	2.074092E-07	1.811782E-07	1.993202E-04	1.741123E-04
test_fna/14_AE016877.fasta	test_fna/13_AE016877.fasta	68-1|1271|1294	0.027233	0.183566	0.053501	0.183003	0.026669[0.020350,0.032989]	0.184839[0.171932,0.201356]	0.052394[0.040144,0.064644]	0.184310[0.171179,0.200955]	6.615736E-17	2.579903E-17	6.357722E-14	2.479287E-14
test_fna/14_AE016877.fasta	test_fna/28_AE016877.fasta	22-1|1324|1294	0.008475	0.255374	0.017002	0.254653	0.007866[0.004468,0.011264]	0.259995[0.237762,0.295140]	0.015780[0.008990,0.022571]	0.259312[0.236944,0.294478]	2.857288E-06	2.620681E-06	2.745854E-03	2.518475E-03
test_fna/14_AE016877.fasta	test_fna/8_AE016877.fasta	119-1|1284|1294	0.048394	0.148906	0.092679	0.148663	0.047862[0.039425,0.056300]	0.149564[0.139918,0.161180]	0.091662[0.075879,0.107445]	0.149353[0.139424,0.161164]	5.126809E-29	2.543874E-30	4.926864E-26	2.444662E-27
test_fna/14_AE016877.fasta	test_fna/20_AE016877.fasta	27-1|1321|1294	0.010433	0.242502	0.020866	0.241854	0.009828[0.006028,0.013629]	0.246196[0.225997,0.276518]	0.019656[0.012093,0.027220]	0.245584[0.225237,0.275946]	2.006610E-07	1.755971E-07	1.928353E-04	1.687488E-04
test_fna/1_AE016877.fasta	test_fna/5_AE016877.fasta	673-0|1349|1316	0.337851	0.042692	0.511398	0.041913	0.337643[0.316876,0.358411]	0.042720[0.039953,0.045710]	0.511083[0.484075,0.538091]	0.041951[0.038733,0.045345]	3.949791E-223	2.040445E-301	3.795749E-220	1.960867E-298
test_fna/1_AE016877.fasta	test_fna/26_AE016877.fasta	77-1|1327|1316	0.030008	0.177670	0.058511	0.177409	0.029432[0.022892,0.035971]	0.178846[0.166701,0.194153]	0.057388[0.044821,0.069954]	0.178620[0.166245,0.194067]	5.665679E-19	1.761724E-19	5.444718E-16	1.693017E-16
test_fna/1_AE016877.fasta	test_fna/4_AE016877.fasta	752-0|1366|1316	0.389637	0.036152	0.571429	0.034976	0.389466[0.367711,0.411222]	0.036172[0.033746,0.038778]	0.571178[0.544438,0.597917]	0.035003[0.032144,0.038000]	5.136875E-270	0.000000E+00	4.936537E-267	0.000000E+00
test_fna/1_AE016877.fasta	test_fna/22_AE016877.fasta	94-1|1244|1316	0.038118	0.163208	0.075563	0.161425	0.037575[0.030069,0.045080]	0.164073[0.153141,0.177546]	0.074485[0.059894,0.089075]	0.162323[0.151142,0.175948]	4.995190E-23	7.185760E-24	4.800377E-20	6.905516E-21
test_fna/1_AE016877.fasta	test_fna/9_AE016877.fasta	437-0|1331|1316	0.197738	0.069256	0.332067	0.068901	0.197398[0.180803,0.213993]	0.069346[0.065161,0.073962]	0.331497[0.306063,0.356931]	0.069009[0.064388,0.073998]	1.596490E-120	3.071951E-144	1.534227E-117	2.952145E-141
test_fna/1_AE016877.fasta	test_fna/7_AE016877.fasta	507-0|1278|1316	0.242932	0.058706	0.396714	0.057784	0.242647[0.224255,0.261039]	0.058765[0.055117,0.062760]	0.396248[0.369431,0.423065]	0.057857[0.053764,0.062237]	9.814273E-148	1.008027E-184	9.431516E-145	9.687142E-182
test_fna/1_AE016877.fasta	test_fna/25_AE016877.fasta	90-1|1451|1316	0.033620	0.170785	0.068389	0.167659	0.033025[0.026255,0.039794]	0.171865[0.160619,0.185791]	0.067179[0.053654,0.080704]	0.168775[0.157310,0.182825]	5.788979E-22	1.066724E-22	5.563209E-19	1.025122E-19
test_fna/1_AE016877.fasta	test_fna/17_AE016877.fasta	183-1|1356|1316	0.073524	0.124247	0.139058	0.123304	0.073014[0.062793,0.083235]	0.124652[0.117056,0.133479]	0.138094[0.119454,0.156734]	0.123739[0.115825,0.132801]	7.615593E-45	4.483770E-48	7.318585E-42	4.308903E-45
test_fna/1_AE016877.fasta	test_fna/14_AE016877.fasta	246-1|1294|1316	0.104061	0.104289	0.190108	0.103760	0.103608[0.091323,0.115893]	0.104536[0.098225,0.111725]	0.189281[0.167937,0.210625]	0.104033[0.097355,0.111510]	1.116233E-61	5.701895E-68	1.072700E-58	5.479521E-65
test_fna/1_AE016877.fasta	test_fna/1_AE016877.fasta	1316-0|1316|1316	1.000000	0.000000	1.000000	0.000000	-nan[-nan,-nan]	nan[nan,nan]	-nan[-nan,-nan]	nan[nan,nan]	-NAN	-NAN	-NAN	-NAN
